City,Stars,Class,Review_Source,Review_Date,Review_Text
NYC,1,Negative,Yelp,07/31/2018,"These bikes make it easy to get around quickly and there are many stations to pick from...The bikes aren't in the best shape - the tires are kind of flat, some of the seats are broken with stuffing coming out, and the brakes could use some tightening.The pay stations clearly outline the way the charges work - pay $12.00 and you can ride unlimited for 24 hours but you have to re-dock the bike every 30 minutes and get a new bike each time.We pay for two bikes - $24.00 for 24 hours. We ride for about 20 minutes, re-dock, walk around, find new bikes... And get charged again because the system doesn't recognize that we had already picked up bikes. Another $24.00.We dock the bikes in Brooklyn, they lock in place, and we go about our day. Wake up this morning and have a message from Citibike claiming one of the bikes hasn't been docked and we are getting charged for $1,200.00. We have tried calling customer service to rectify this issue, and their suggestion was to trek down to Brooklyn to re-dock the bike... Which may or may not be there anymore since their locking mechanism failed... Looks like others have had this problem. When the locks fail due to a power outage or because the mechanics fail, its the consumer who pays, not the merchant. Customer service is a joke, and they make you feel like you're the one who has ripped them off.Not worth it due to the lack of customer service and the pathetic rigamarole they put you through."
NYC,1,Negative,Yelp,07/11/2018,"Horrible experience with Citi bike. The $3 per ride is only on the app. If you rent from the station, there will be $13.07 per day. They will double charge you if you ride over 30 minutes. I was charged $26.14 for a 40 minutes ride!   Don't use it!!!!! Horrible expensive!!!!!"
NYC,5,Positive,Yelp,08/30/2018,"I was my first time today renting a Citi Bike. I took my first ride in prospect park, in Brooklyn. The App is pretty easy to navigate, and also getting the bike out of the dock. I had no problems with the bike I rode. I enjoyed my ride through the park. Hopefully there will be more bike stations in the area, closer to my house. Definitely will be riding more often, thank you Citi Bike."
NYC,1,Negative,Yelp,01/16/2019,"Almost as pathetic as the MTA.  Even little Indigo in Philly is way better,Can't find bike or cant find docks or they do not work.  They only survive as they are the only show in town.  There may be too many taxis and car-shares in NYC but not enough bikes around.  Come on NYC let some some other dock-less bike-shares (Lime, SPIN etc) in!"
NYC,2,Negative,Yelp,08/30/2018,"This review is for the ANNUAL MEMBERSHIP. If you live in Midtown and Lower Upper East/West, this service is simply a waste of money.  This is coming from a previously very loyal customer. As an NYC local, I originally loved using citi bike and looked forward to renewing my annual membership. However, recently that opinion has changed. I would give the service a 1-star rating for recent months, and a 4 or 5-star rating for the service they sold me a year ago. Bikes are rarely available in Midtown and Lower Upper East/West. Take a look at the attached pics. Several months ago, I could get a bike whenever and travel around the city with ease. Now, that is rarely the case. 4/5 times I look to use the bikes, there isn't a bike in a convenient location. If you live in Midtown or Lower Upper East/West then don't get the bikes. I'm not going to renew for another year and may try to get a refund on the last couple months, as the service hasn't been as advertised. No bikes to use. I'm now hoping Uber's jump bikes come into town. Another cost effective option for locals like myself."
NYC,4,Positive,Yelp,04/13/2018,"Ah, Citi bike...what an adventure this was. Read on if you want to hear about the stuff nightmares are made of. I hadn't heard of this method of commuting, but my boyfriend suggested we give this a go as we were in town for the weekend. 24 hour accessibility for just $12? Sign me up! I briefly read through the general rules on the kiosk--firmly dock your bikes at citi bike stations, rides are limited to 30 minutes per session, helmets are suggested, stay alert, follow the rules of traffic. But what really caught my eye was the fee for a stolen bike coming in at a whopping $1200?! I pity the fools who have incurred this charge. I decided right then and there that I'd guard this bike with my life and would fend off anyone who'd attempt to poach it from me. NO WAY would I become a victim of this insanity. The bikes are decently kempt and you have the option of toggling between 3 different gears as well as being able to adjust the height of the seat. The citi bike is also equipped with a cute little bell that I shamelessly abused during my rides--I had become a biking maniac from the thrill and laughter that ensued throughout the day. Really, it was intoxicating. All was well until we attempted to check out another two bikes. We received an error message only allowing a discharge of 1 bike as the other bike was 'still in use'. My heart plummeted. I'm pretty sure I blacked out.Something must have malfunctioned at our former docking station, because both my boyfriend and I were POSITIVE we pushed them in correctly. We phoned support and they gave us the ID for the bike in question and were instructed to head back to our previous station. We rushed back only to find that it was missing. Someone had checked the bike out. 30 minutes passed, 60 minutes passed, 90 minutes passed and still no notification of this wretched bike having been returned. At this point I had already accepted my fate and made peace with myself that this'll definitely be the most expensive bike ride I've ever had. We were notified 2.5 hours later that the bike had FINALLY been returned to a station. We wept and sang and jumped with joy. All in all, I had a pleasant experience considering the circumstances...if you have any love for your derriere, avoid riding on cobblestone. And if you have any love for your wallet, DOCK YOUR BIKE CORRECTLY."
NYC,1,Negative,Yelp,12/11/2018,Citi Bike has terrible customer service. I'll never buy a gift membership from them again. I bought it as a gift for my wife 3 weeks ago and she still hasn't been able to get her new membership. This in spite of all my unanswered email/help requests and phone calls. They also didn't extend her membership or give her a further discount for our troubles (something I asked for). Instead they just charged her for a new full priced membership which meant we had to make yet another call to them.
NYC,5,Positive,Yelp,05/22/2018,"I've been a CitiBike user for the past two years now, and am very fond of the bike share system. I've got the annual membership, which costs about $140/year if you get the $25 may discount and a further 10% discount for Citibank card holders. CitiBike has spread immensely over the past couple of years, having great coverage over most of Manhattan and parts of Brooklyn and Queens now. You can use CitiBike for leisure/commuting and also for exercise; its heavy weight (45 lbs) makes it a good workout if you take it on an up-slope (Try the Manhattan Bridge). Just remember one golden rule: dock your bike in 45 minutes (or 30 minutes if you're not an annual member) and double check that you see the green light and hear the beep when you dock it (or that could be your most expensive bike ride ever at $1200!!!). The only issue I've had so far is not finding a bike when I really need one, but CitiBike is trying to improve that through their new Bike Angels program. Additionally, if you're at the end of your time-limit and really need to dock your bike at a station but there aren't any empty docks (or someone sniped you), don't just pass by! Go to the kiosk and they'll give you an extra 15 minutes to find a nearby station with a dock. Overall, I think the program is very well implemented and gets good maintenance, besides, CitiBike has some of the most fantastic customer service I've come across. They even shipped me a free replacement key when I lost mine, and are extremely courteous with most requests. I highly recommend giving it a shot!PS- a lot of people mention not knowing about the time limits/getting overcharged by CitiBike. In my opinion, CitiBike is extremely clear about the respective time limits and surcharges, and they're not in the business of fooling customers into paying more! :)"
NYC,3,Neutral,Yelp,09/26/2018,"Happy to hear plans for improvement from John.  I think there is still lot of room for improvement.  Here is my assessment of  you (I am a daily user).-  Citibike App . :        A+  (the best out there)- Annual membership cost -  A-  Finding a bike/dock when you need one (busy times)  - F- Dock and bike maintenance            -F(after I report a station problem, seems to take 2 months to fix it)- Latest technology .  :          C .  Pedal assisted bikes are nice, we need more of them.Overall               - CI have added one star :) .   I think they have the same problem as MTA , in the mecca of capitalism NYC they are a monopoly.We need some competition.  Come on NYC,  approve Lime & SPIN.Thanks!"
NYC,1,Negative,Yelp,11/30/2018,Bike went missing because of a malfunction and they said due to circumstances they would postpone the almost $600 bike replacement fee if I kept my membership active. As soon as I updated my info to keep it active BOOM they still charged me $577 for a piece of crap bike that is somehow missing. And now won't waive the fee whatsoever and it took them more than 25 days to even call back and tell me the can't waive it. TERRIBLE
NYC,2,Negative,Yelp,10/27/2018,"If you are planning on using during commuting hours make sure you test it out first.  I joined two months ago and Iive at CPW and 85th.  There are never any bikes in a 10 block radius.  If you commute during off hours it's amazing.  After signing up i tried to have my membership cancelled because of the lack of bikes and their customer service is the WORST!!!  So it's great for off peak hours...unfortunately, i cannot even use the service."
NYC,1,Negative,Yelp,09/21/2018,"Total scam. Charged me an extra $52 because they weren't docked ""fast enough"" every 30 minutes. How is it considered a day pass if you have to run to another docking station every 30 minutes?After calling customer service I received a rude agent who must get these calls everyday asking for their money back. I will never use citi bike again. The bikes are also in horrible shape. Some brake, some don't. Some bells work, some don't. Total scam."
NYC,5,Positive,Yelp,05/06/2018,"Annual pass is a fantastic value.   Very easy to start cycling, or to re-start if you haven't been on a bike in years. Smartphone app shows available bikes at the many stations, and then after you check outs a bike, the app shows a map with bike lanes and available bike parking docks giving you lots of choice where to return your bike.   Do not be intimidated by cycling in Manhattan, just try it for a few blocks. Only weakness of CitiBike is it needs to expand to South Bronx up to Yankee Stadium and eastward in Queens to Flushing.    But it is already great in its current service area."
NYC,1,Negative,Yelp,10/01/2018,"I usually like Citi bike, great way to get around the city especially the pedal assist.  But the workers for Citi Bike sucks the big one!!!  I walked 10 blocks to get a pedal assist bike saw when the Citi bike worker changed the battery.   Another citi bike worker comes to take the bike worker #1 advised him that he is not suppose to be riding the bikes bc the customers need them. His response was ""watch me""It's already a shortage when it comes to the pedal assist bikes the workers should know this and have some considerations for the people who are looking to use it."
NYC,1,Negative,Yelp,01/13/2019,"Sh*tty bike! They're always broken and customer service is non-existent, but sometimes it's the best of bad options. Be better citi bike. I know you wont."
NYC,1,Negative,Yelp,09/01/2018,"My girlfriend and I rented bikes for 24 oursWith our fist 3 rides 3 of the 6 bikes we're jacked up in some way (2 didn't shift gears).You also have to wait 2 minutes bo get another one, pretty frustrating"
NYC,1,Negative,Yelp,11/05/2018,First time using a citibike - used it to ride from WTC up to the Mega Bus station. I guess because my ride was a little over the half hour limit the charge went from $13 to $26. $26 for a single bike ride is absolutely insane. That is more than my megabus back to Philadelphia.
NYC,1,Negative,Yelp,01/21/2018,"Had good experiences over the summer but not yesterday. Got a day pass, ride for 30 minutes and then two hours later got a text that bike was not returned and being charged overages. Called and was told bike hadn't been locked properly. I heard a locking sound and saw red light. Assumed that meant it's locked. Apparently not.  No other warning until that text two hours later. Support said go back to station and put it back in. Went back to docking station, bike is gone. Called support again and found out I could be on the hook for $1200 to replace bike!  Don't forget: they have your credit card and will bill you for some idiot joyriding the bike around. Check reddit, it's even happened to people who did dock correctly."
NYC,2,Negative,Yelp,08/20/2018,"Citibike is great under two conditions. 1) you get a bike that actually runs smoothly and 2) there are bikes actually available at the docking stations near you. I started using citibike religiously despite often riding bikes where you had to exert 110% of your energy to barely move. Lately my new issue has been no available bikes. They poorly redistribute bikes in my area and when I reached out I was give a generic response that didn't even address the issues I brought up. If citibike truly wants to hold onto to its customers, they need to more regularly service their bikes and use the data they collect in their app to appropriately distribute bikes in high traffic areas."
NYC,3,Neutral,Yelp,02/18/2018,"While Citi Bike can be a convenient way to get from point A to point B, it is overpriced, and not always available.Citi has nice bikes which ride well and look trendy!However, I can only pay for increments of 24 hours or more. Thus if I just want to ride, say, 10 blocks in one day, I still have to pay a fee or $12 plus a fee (i.e. $13.07). There is no option to ride for, say, only 30 minutes.In terms of local availability, it's nice that there is a bicycle bank on my corner, and in numerous other locations, but there are seldom bikes actually in the bank nearest to my apartment. This can be inconvenient at time.I think this system can be improved by allowing other companies to compete in bike sharing , allowing smaller time periods of rental, and assuring bikes are available more often.Thank you Citi, but there is room for improvement."
NYC,2,Negative,Yelp,06/04/2017,Works like any other city bike rental BUT there needs to be more stations..... DC has me spoiled..... why they don't have any at Coney Island is beyond me. Also their day pass for $12.00 bucks as long as you riding the bike checkout within 30 minutes is lame. I'm suppose to enjoy myself not watching a stupid clock and with the stations being far and few in between there is not a guarantee I will find a docking station in time. If you are riding near the water front go for it but I may just bring my own bike the next time I'm in NYC definitely if I am there for the beach.
NYC,1,Negative,Yelp,07/30/2018,"These bikes are in really bad shape! This week so far I've rented two damaged ones. Bad wheels, bad coordination and horrible shifts! I don't know how often they perform maintenance on these bikes, but it seems that they are not doing the best job. Looking forward for more bicycle sharing systems in NYC thar are way much better when it comes to the overall operations and maintenance of their main product, a bicycle."
NYC,1,Negative,Yelp,07/30/2018,"Was having a great time riding Citi Bike all summer until I ran into a minor issue and was met with the worst customer service of my life. I was charged twice for two rides that, as shown on my app, were both under 30 minutes. Small issue, right? After calling customer service, the lady I spoke to (whose name I will not disclose here) was confused, put me on hold twice, did not know how to use the actual app herself, and then HUNG UP ON ME. TWICE. I can read the billing charges myself and deduce that something is wrong- that's why I called your customer service. Instead of doing anything on the phone, she told me to screenshot and email my issue. OF COURSE I would have done that in the first place had I known an actual human being would not only be useless, but rude!Issue still not resolved and disrespected by a customer service rep. Will NEVER be using CitiBike again and you shouldn't either!"
NYC,1,Negative,Yelp,09/22/2018,"this is a scam.  start out looking for a dock, then race to find it...too late???   more money. rent from a shop, you get 24 hours, a lock, a map, and a helmet."
NYC,5,Positive,Yelp,03/19/2018,It was great riding around nyc for 24hrs for a reasonable price. I had a great time. Every time I seen a spot I got a new ride....Thanks again Citi Bike.
NYC,4,Positive,Yelp,09/16/2018,"Excellent for getting around the Queens area. NYC roads need better integration of bike lanes though. Killing off bike lanes abruptly to make room for bus stops and parking spaces makes for dangerous bike commuting. As for the citibike service, removing (or increasing) the 30 minute limit for a rider who has hired for 24 hours would be logical."
NYC,5,Positive,Yelp,08/14/2018,Great experience! I wish I could afford a membership cause I really liked the bike. Great on any terrain!
NYC,5,Positive,Yelp,01/30/2018,"I wanted to a rent a bike for sightseeing in Central Park and looked up Citi Bike after noticing other people riding them all over NYC. There are stations right by the met, Guggenheim, and Natural History Museum so by the time I was done I had been on a pretty solid bike tour :)I'm now a happy member and feel bad for people that don't get bike share. Four stars for sightseeing on a bike but 5 stars because it helps the environment!"
NYC,5,Positive,Yelp,06/05/2018,"Citi Bike is a great service to the city and tourists!  We used this system as tourists to sight see and travel the city.  This is the best way to see Manhattan!  At just $12/day pass (which equals 24 hours of biking), it's an incredible deal over renting bikes.  The only catch is you must dock every half hour.  This didn't bother us as we had several destinations where we docked and walked around or ate somewhere.  The bikes are well maintained and the app is simple to use.  You can route a trip using the app's map.  You can adjust the seat easily and the bike comes equipped with a bell, kickstand and many speeds.  NYC has wonderful bike trails like the Hudson River greenway!  Also several streets have dedicated bike lanes either separated from traffic or in the side. Our experience with NYC drivers is that they're mindful of and accustomed to driving with bikers.  I never felt like I was in jeopardy, even though we didn't rent or wear helmets and rode alongside cars on our day trip.  (Citi Bike does not offer helmets- this is okay with me)My only suggestions to Citi Bike:1.  If a docking station is full, allow extra time to get to another station before charging. 2.  Update your app to include the daily history.  I'd love to know how many miles and minutes we biked total."
NYC,1,Negative,Yelp,08/09/2018,"Bought an all day pass, it lasted 2 hours... :/ just when we really needed a bike and finally found a station with bikes, are citibike card stopped working. The citibike workers said ""sorry"".  :( ...also, I rented the bike from a citibike worker who told me I would be able to ride the bike as much as I liked during the 24hr period, in 30 minute increments. We used the bikes for a total of 1 hour!"
NYC,4,Positive,Yelp,02/28/2018,The two bikes we rented ran great Plenty of stations to pick up and drop offI just wish you didn't have to Redocked your bike every 30 minutesBest way to get around the city
NYC,4,Positive,Yelp,01/06/2018,"Great way to get around Brooklyn (& NYC for that matter).Only hassle would be that the bike stations are limited to Northwest side of Brooklyn so probably not good if you want to bike to Coney Island.I used a Visa credit card and had no hassles.Bike seats and handlebars can be adjusted for height by pulling lever out, then raising/lowering seat, screwing lever to tighten and then closing the lever."
NYC,3,Neutral,Yelp,07/10/2018,"I love City bikes!!! I use it all the time. I just would love even better if the rides were 45 minutes instead of 30 minutes. It takes me 50 minutes to ride to my job, and It's crazy in NYC to find an spot just to drop your bike off. With traffic and high demand on bikes you gotta be very careful when you are running out of time to drop the bike off. If there's no bikes at your closest drop off location to change bikes it's just hectic."
NYC,1,Negative,Yelp,06/11/2018,WARNING!!! YOU WILL BE FINED $1200 if your bike doesn't dock properly (even if you get a light and dock it properly and the dock fails). Just keep this in mind when making your decision - the CitiBike customer service doesn't care what the rationale was for the bike not being returned. You are liable regardless of the reason. Worst customer service ever - filing a police report doesn't help.
NYC,2,Negative,Yelp,07/02/2018,"Very good when it works, but they are unhelpful when it does not.  The app failed to unlock a bike multiple times.  The customer service department said there is nothing they could do.  I was stranded without a bike.  Also, they often run out of bikes at key times.Citi bike commented and asked if I had the latest app.  As I mentioned, I spoke to the customer service people several times.  I had the latest app, latest operating system and a new phone.  Unfortunately, the Citi app failed and the customer service people basically said too bad, but there is nothing they could do (politely). It is disappointing when a service fails to perform and the provider makes the consumer suffer.  Sooner or later there will be competition."
NYC,1,Negative,Yelp,06/18/2018,"Be advised--seems like a great service until you actually use the bike. I thought using Citi Bike last weekend would be a fun way to see New York City. I purchased a ""day pass"" for $13. Nowhere did it explain to me that the day pass was only good for unlimited 30-minute rides in a 24-hour period. Instead, as seems logical, everything pointed to the idea that I could use the Citi bikes as many times as I liked for 24 hours. Wrong, apparently. For four rides totaling less than four hours, I was charged not just the $13 but an additional $35 in ""overtime fees"" because I kept the bikes out for an hour or 1.5 hours at a time. Citi Bike's ""day pass"" is only good when you ride for 30 minutes, dock the bike, and then get a new bike. If you don't, expect additional fees charged to your credit card automatically. When I called Citi Bike to complain, the agent refused to give me even a partial refund.Owners claim that the signage is clear on this issue. First of all, it's not, as evidenced by this website alone (see numerous additional Yelp reviews in the last year complaining about the same issues). Second, if Citi Bike were actually concerned about its customers misunderstanding pass options, it would indicate on its app when overcharges in the absurd amount of $4/15 minutes were being invoked, so that riders could dock the bikes immediately. Seems to me like a clear profiteering scheme. I will never use Citi Bike again. Buyer beware."
NYC,4,Positive,Yelp,11/23/2016,"Got a day pass from the Citi Bike app, and checked out my first bike here at Central Park South in front of a fancy hotel. As of my trip, a day pass was $12, and you got 30 minutes of riding time, before you get charged an additional $4/15 min. Make your trips short, and plan with the app. The bikes were mostly semi-workable. I checked out a total of 9 bikes, the majority of them had some sort of shifting problem. One had brakes that would stick, and make you feel like you're pedaling the Alps. The bikes are a bit on the heavy side, but they're sturdy and comfortable with wide, adjustable seats, and a bell to alert pedestrians that you're coming through. Move it or lose it! The app makes the whole experience much better. It shows you where you are, where the nearest stations are, etc. Gotta get the app."
NYC,4,Positive,Yelp,07/01/2018,Fun to use and convenient.  We rode for about 3 miles but I can see myself going a lot further and seeing more of the city.
NYC,5,Positive,Yelp,06/03/2018,"Very convenient and easy to use. I also really liked that the total time, distance, and calories burned were tracked!"
NYC,5,Positive,Yelp,07/12/2018,"My ass hurts on the seats while riding the bike. It needs softer cushion. I hate riding in the streets when the lanes run out. I get anxiety thinking I may get hit in the street by a bus, riding with the traffic. I almost cussed this nosey lady out for thinking she could question my ability to even afford to ride the bike for f*cks sake. My friend and I had a blast roaming NYC late at night together. Quite an adventure. I missed bike riding since I was a kid. And our upper leg quads were in pain but a good kind of pain. Viva la NYC. I love citibike!"
NYC,1,Negative,Yelp,04/03/2018,"BEWARE!!! RIPOFF!!! I signed up for a ""Day Pass"" for $13.00 for a crappy three speed lunker that weighs a ton and has terrible brakes, I thought that was a little expensive, but I splurged to go for a ride for an hour.  MY BILL WAS $75!!!  Yes, the ""Day Pass"" is no such thing.  That ""Day Pass"" just allows you to unlock the bike and ride 30 minutes -- and then they charge you about $4 every 15 MINUTES for use after that!!!  YIKES!!  What sense does that make?  I rode from Brooklyn to SoHo and docked my bike with a very forceful, loud, deliberate shove.  Turns out, even though I rammed it into the docking station, it didn't dock.  Because it didn't dock, the charges kept running.  An hour later, I receive an email that I am racking up charges at $4 every 15 minutes.  That's when I first realized Citi Bikes charges a small fortune every quarter hour, not $13/day.  I call, and in a frustrating help conversation, am told I have to go back and re-dock--all the while I am accruing charges more than of $16/hour.  If I don't, they'll charge me $400 for a lost bike!!!!  No Bull!!!  I eventually take a subway downtown from Central Park back to SoHo to re-dock, and by then they bill me for $75!!!!   Lots of other reviewers have had the same unfortunate experience.Do you know what a great racing bike you can rent for $75/day?  I do--a $4000 Specialized, Trek or Cannondale with carbon frame and Shimano Ultegra components, plus shoes and a helmet and tools.  For a whole day, not just a few hours.  Fortunately, my card had expired, otherwise I would have been forced to pursue credit card dispute resolution for deceptive billing practices.  USE AT YOUR OWN RISK -- THERE IS NO DAY PASS!"
NYC,5,Positive,Yelp,06/11/2018,"First time using CitiBike, and had the BEST day with it. So easy to use, very cost friendly, and fun! Rode around Manhattan and Brooklyn!"
NYC,4,Positive,Yelp,06/04/2018,It was very convenient. The inly problem is at one station there were only three bikes and I couldn't adjust the seat because it was stuck so I had to walk a few blocks to another station to get a bike.
NYC,4,Positive,Yelp,09/18/2017,"This is a review of my annual membership. I joined as soon as they expanded to my neighborhood 2 years ago, as a station opened right across the street from me! I used citibike frequently, and for the low cost to be a member it was totes worth it. I'm interested in joining again now that they're expanding even deeper into Brooklyn. The bikes were generally well-maintained, and not a ton of issues finding an empty dock to park it. But taking away a star because there were times either no bikes were available when the app said there was or all docks were full, the latter which made it inefficient for a work commute. So I could only use it when I wasn't under strict time constraints.I agree with day pass users that 30 minutes is not adequate. Members get 45, so that was a sufficient amount of time for me. But perhaps they can extend day pass use to 45 and member usage to an hour. When I used citibike for the very first time on a day pass, it was clear to me that there was a refundable deposit and a 30 minute rule, so not quite sure what other people are seeing. But if these many people are having issues, the company may want to make it clearer."
NYC,1,Negative,Yelp,10/01/2017,I will never ever rent a bike from this company again. I was charged a late fee that cost more than what I signed up for.  Very misleading. Customer service is nonexistent.
