User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
Lisap1971,"Ashland, Kentucky",1,12/27/2018,Do not do this,"We were visiting DC and my kids had rented scooters to get around town a couple times. There were none available so the decided to rent bikes. My daughter left one unattended (although in her line of site) briefly and it was stolen. She honestly didn’t understand how this worked. The kids assumed it worked like the scooters. We called the company who is of no help. They tell you to call DC police (yep, they’re super concerned over a stolen bike). Bottom line, my credit card was just charged $1200 for a maybe $200 bike. Just walk or get a scooter or buy a cheap Walmart bike and leave it there. It’ll be WAY cheaper. Zero stars if possible. "
Louise4travel,,1,11/05/2018,Do not move unless Capital Bikeshare says the bike is locked-and still no guarantee.,We rented 4 bikes in DC. Read the confusing fine print about the 30 minute docking requirement. Ok. Got it. Docked the bikes the first time and got notice that 1 was not locked. Confirmed all bikes were locked (could not be moved) and left to tour monuments. Came back 1 hour later and could only take 3 bikes because it said 1 was still out. That serial number was no longer there. We called company. They said it happens all the time and whoever took bike next would be docking it within 30 minutes. It is 24 hours later and the bike is not returned. Now they are telling us to file a police report. Police say it needed to be filed when bike was noticed it was missing and we are no longer in DC. Police also said they get tons of reports that this happens all the time. We are now being held responsible. Look at the screnshot of my texts. Notice how I get a text that the bike W20305 was docked and later get a text that it wasn't returned. We spent as much time calling their customer service as we did touring the sites.
Go12469605138,,1,11/01/2018,Capital Bike Share,Be aware of this bike share. There was no where on the screen that said you had to dock your bike every 30 minutes on a 24 hour pass. They charged our account over 100.00 extra instead of the 8.00 for 24 hours that you think you were paying. I read the instructions for 20 minutes and if there was a notification then its not visible and who wants to dock a bike every 30 minutes that is not long enough to tour anything and its also unnecessary its a Scam... Also be aware they will charge you 1200.00 for a 80.00 bike if you lose it.
dolphinchicks,,4,10/14/2018,Great way to get around,"We stayed a few blocks from the Capitol building and did not have a car. These bikes were our mode of transportation for 3 days! It was great. I will say, we had a few issues with the docks, but we worked it out. The ride from the Capitol to Lincoln Memorial was fantastic...especially at night! The ride back was a little rough...hence Capitol Hill - there really is a hill! There are docks everywhere! Give it a try...saves your feet and legs! And... the kids loved it! We had four teens and preteens...this was one of their favorite things to do!"
Jean S,,3,10/14/2018,Checking in every 30 min,"Which is ridiculous when you have a whole day pass!!! 
The system keep charging for 60 and 94 which I had to call to get refunded. Beware of them continuing to charge your credit card."
760es,"Upper Montclair, New Jersey",3,10/10/2018,Ride,"This service is an asset, not unlike the Citi bikes you will find in NYC. You will find docks of bikes throughout Washington and with a little patience you will be on one or two of these bikes to explore the city. My only grief was trying to get up and running as that process is far from intuitive. After downloading the app, selecting your bike, I confess it was not clear at first where one enters the code generated by the app to release the bike. Once we got that ironed out, we remained mindful that we only had 30 minutes to get them back to one of the docks, which we did but there was more confusion on our part on how to successfully lock them back up. Thankfully, I had a 13 year old in my company who diagnosed that problem but again, none of this is intuitive. The key is sorting all of that out in advance AND knowing how long you need the bike for. If 30 minutes puts too much pressure on you, I would opt for the longer periods as the increase in rental rate is not that cost prohibitive - it sounds like it is costly otherwise if you poorly estimate how much time you need."
255103Julie,"Perth, Australia",3,10/05/2018,Aussies unable to hire,"We were keen to ride around National Mall on a couple of bikes as it was a hot day. Unfortunately after trying to insert our credit card to obtain a ‘key’, it was rejected. Upon calling customer service we were told it was because our credit card wasn’t issued in US?! Ummmm, we are overseas visitors, of course we wouldn’t have a US credit card. We kept on trying as were advised to use the app. That proved unsuccessful too as we were unable to enter our Australian mobile number with the +61 prefix. It appears it’s only possible if you are a tourist from another state in USA. A little disappointing. We ended up walking..."
Тихомир П,,1,10/04/2018,"Rip off, even when you stop every 30 minutes","I was charged for almost $100, although I returned bikes on every 30 minutes... Story was that I did not dock bike (I did it almost 10 times that day) and that it was in use for 2 days and 20 hours... rubbish."
ukkim1958,"greenville, in",3,10/02/2018,"Fun ride, but tedious also ","Rode for nearly 4 hours today, capital one arena to all the memorials, around the White House, up to The Capital, Supreme Court, then back to the White House! A total of 21.7 miles! The tedious part is I had to dock my bike 8 times to avoid being charged for overages!! Good thing I downloaded the app or I wouldn’t have known to dock it every 30 min.Also, a note to riders, DC streets are very dangerous to ride on! Very very few bike lanes! And very very fast and testy car drivers!! So ride on sidewalks and paths when ever possible!"
Hobocht,Austria,1,09/25/2018,ATTENTION - total Ripp-off,"At the rental station is a price of 8 USD per day defined .... we took the bikes for 3 hours and finally 90 USD for each bike got debited of our credit card. The customer service refer to the ""small printed"" where the exact rate is defined. DON'T DO IT ... this are thieves"
PeterB11384,"Athens, Greece",4,09/24/2018,Convenient way of exploring DC,"In my opinion distances in DC (Mall, downtown, Dupont, Georgetown) are a bit too big to walk, a cab is often stuck in traffic and the subway stations don't cover the entire area nicely. So, there is a transportation void that bikes can fill perfectly. I loved using Capital Bikeshare for short urban trips. The bikes were OK (maintenance could be better) and there are many docking stations in the area. A bit of caution is needed: don't use your bike for longer than 30 mins in a row and plan carefully for the docking stations. They can be either empty (no bike available) or full (you can't park your bike there)."
Flyer816378,"Langwarrin, Australia",1,09/17/2018,RIP OFF!!,"Absolute rip off!! Hired 2 bikes and rode around dc.. expecting an $8 fee for each bike.. next day checked my credit card and $230 Au dollars taken out of my account... When I rang to question it, I was told about the parking it every half hour and you should’ve read the tiny screen.. all 100 pages of it.. They then offered to halve the charge which means $115 Au.. very expensive bike hire indeed tourist stay away"
S A,,1,09/15/2018,Nickel and dime you along with poor customer service,I rented three bikes. Returned all three and received text that one was not docked. I was forced to drive 35 minutes to where the bike were returned to check. All of them got a green light and would not come out after docked. Called customer service who started they received a error that started we didn't dock the bike correctly. She told me if she sent someone out it would be a extra fee. I went back to the place where the bikes were returned and they were locked into place. I will never rent from this place again. Save your money because they'll find a way to over charge you extra. Horrible!!!
Chelsie Z,,1,08/20/2018,Dock Every 30 Minutes!,"I went to visit some friends in the DC area. A few of my friends used JUMP to get an electric bike and I thought I was saving money by using Capital Bikeshare because it was $8 for a 24-hour membership. If you take a bike out, make sure you dock the bike every 30 minutes and rent it out again or you will get charged a late fee of $30 dollars. It is extremely sneaky and no one who is going around to see the sites are going to focus on how long they have had the bike out. It is absolutely heartbreaking that a trip of a few hours cost me $38 because I was unaware of their late charge policy. Capital Bikeshare, if you are reading this, please please please change your business model. This is seriously awful. I can either keep the bike for the time period I need or I will have to dock the bike after 30 minutes and rent it again. Your competitors in DC (JUMP specifically) are way ahead of you. I really regret not using them and I will not be using Capital Bikeshare again until they stop ripping tourists off."
Lindsey C,"Columbus, Ohio",1,08/20/2018,Read the fine print,"You must read the fine print. We thought this would be a perfect way to get from Falls Church to The Mall (a little over an hour ride on these bikes) but we didn't read the fine print. The $8 for a ""24-hour rental"" covers as many 30 minute rides as you want in a 24 hours. If you do not dock or switch bikes every 30 minutes you will be charged a late fee.I will say there numerous stations to make this possible but to need to set a timer to switch bikes to avoid a late fee makes this not worth it."
Tsukiji,"Mechanicsburg, Pennsylvania",4,08/13/2018,Great way to get around the Mall,"It was a bit confusing at first to figure out how to rent, but once we downloaded the app it was much easier. We rented at the Jefferson Memorial, road to Lincoln, walked to DAR, road back to Jefferson. The only hiccup was at the Vietnam Vets Memorial the bikes were all gone so we had to walk another block to pick up more (not an issue) and then when we wanted to return them the rack was full back at the Jefferson Memorial. Keep that in mind and think about alternative drop/pickup points an all is good. Bikes were easy to use, a bit heavy but that is to be expected and made for a great time."
SOECC2018,"Arlington, Virginia",1,08/13/2018,Suspicious Business Model - behind the fantastic idea!,"The purpose of Capital Bike Share seem's to be ""Declare Your Independence"" to the customers. But the truth is a Suspicious Business Model based on Intentionlly Misleading of the Prices. Very misleading unless you read the fine print. The rent station says. $8 for 24 hours. Most tourist just read that and rent a bike. You have to bring the bike back to a station, dock it within 30 mins and then you can rent it out again. We got popped $38 dollars each bike. Now when you are riding around looking at the attractions in DC, who is going to return a bike to a station that are spaced 1/4 mile apart. Honestly, it is the whole idea and unbelievable that partners like: Arlington County, The City of Alexandria, The Fairfax County can accept this. The tourists are left back with a feeling of Misuse credit card. And, when I called to get my refund, rep told me they get these calls all day long. What does that say for their program? Dishonest Business Based on Intentionally Misleading!!!"
Snot_Finder,Wyoming,5,08/11/2018,Read the rules,"This is the BEST way to get around central DC, the mall, and the monuments. Read the rules. Plan on short trips and turning in the bikes or exchanging them before 30 minutes expire. The app is very helpful. There are docks near every major site you might want to visit. Make sure you securely dock the bikes - green light."
Michael G,,4,08/06/2018,Fun way to see the town,"We spent an afternoon riding from the Lincoln memorial to the Capitol Building making many stops along the way. It was an amazing way to see the monuments, reflecting pond, mall, WWII, and so much more. Tip, once you have your bike hang on to it. These things are in high demand."
Colette P,,2,07/31/2018,Misleading pricing,"Be sure to read the pricing breakdown before renting a bike. All bikes are rented out at 30 minute intervals, even if you purchase a 24 (or more) hour pass. After the first thirty minutes, you will continue to be charged unless you return that bike and get a new one. This is not clearly laid out when you look at the pricing options and can run up your bill."
d3691g2170w,"Dallas, Texas",1,07/31/2018,Misleading,"Very misleading unless you read the fine print. The rent station says. $8 for 24 hours. Most tourist just read that and rent a bike. We made the mistake of not reading the fine print. There are usage fees. You have to bring the bike back to a station, dock it within 30 mins and then you can rent it out again. We got popped $28 dollars. Now when you are riding around looking at the attractions in DC, who is going to return a bike to a station that are spaced 1/4 mile apart. Worst concept ever for tourist. And, when I called to get my refund, rep told me they get these calls all day long. What does that say for their program? Misleading!!!"
CindyMcN,"Charlotte, North Carolina",4,07/30/2018,Fun way to get around,I love to ride bikes so whenever I can find them and it helps with all of the walking I definitely will ride a bike. The only downside to docked bikes in cities is that you have to dock every 30 minutes or you get charged extra so that adds a little anxiety to the ride but other than that the price is right and saves a lot of steps. It is also great after a large dinner to burn off some calories. We bought the 24 hour pass and road quite a bit but one of the nicest rides was around the tidal basin. They have the basket type area in front but what would also be nice is a bike lock and the option to grab a helmet somewhere. Definitely recommend and have fun!!!
nkharris101,"St. Albans, United Kingdom",2,07/30/2018,Beware Bikeshare! Scam charges,No response so far. Please can someone contact me to confirm why I have been charged so much?My husband and I took 2 bikes out after paying for 2x 24hour passes. We got them from near Library of Congress and returned them in Georgetown about 2-2.5 hours later. Even your app confirms what I SHOULD have been charged. It logs the rides and how long between each docking. We paid for 2 bikes 24 hour hire. What an absolute scam!We’ve now been charged $60? It should have been $16. 
slcd2014,"Salt Lake City, Utah",5,07/29/2018,Great way to get around city,I came to DC with my 11 year old and we got a three day pass on Bikeshare - fun way to get around the city - best on the Mall - fun to be sure to dock within 30 min to not pay more. We did a monument ‘tour’ ride at night - safe and fun - less expensive and adaptable than a guided tour - the monuments have stations nearby and you can dock and then take the same bike back out
millergal88,Minneapolis,1,07/20/2018,Couldn't get a bike,"First stop only one bike. Went to the next. 2 bikes, one had a flat. Call them and they tell us a station near by with 6 bikes. Get to the 3rd station and only 3 bikes. Just as we paid 2 people had swabs and left us with one bike. Had to call to get our money back and gave up. It was a weekday in early June."
JenniferF520,"Rockaway, NJ",4,07/19/2018,Shocked by the bad reviews,"My nephew and I rented two bikes right on the mall. They were absolutely the highlight of the trip. I LOVED how much fun it was. I came here to leave a review and was shocked at how awful some of the reviews are. I had such a positive experience.The first place we stopped to rent bikes had a line, and only a few bikes, so we kept walking. About a half mile later, we found another rental spot with lots of bikes and nobody waiting.I did find the cost explanation posted to be very confusing. It was also not easy to read the tiny screen in the bright sun. But in the end, we got it figured out, and rented two bikes. My credit card was immediately charged $4 for two bikes for the first half hour. Let me tell you, the mall is huge. So riding down the sidewalk to the Lincoln Memorial was the best way to travel. We saved so much time! And it was so much fun! I haven't been on a bike for 15 years, and it's true what they say. You never forget how to ride a bike.The only drawback was the fact that there were so many people everywhere. It was hard to ride in that area, because of course, pedestrians have the right of way. The bikes had little bells to warn people you were passing, but most people really weren't paying attention to that. We kept our bikes a bit over the 30 minute limit, and when we docked them near the White House (I found docking locations on google maps) we were charged an additional $4 for the next half hour. Still, $8 for two bikes for 45 minutes was well worth it!I did have a little trouble docking my bike. I kept slamming it into the docking station, but never got the green light. My nephew had a softer touch, and he pushed it just a little bit tighter, and got the green. I liked having that reassurance that the bike was officially returned. I also liked that the docking station had a place to indicate if the bike had any problems associated with it, so it would be checked before being rented out again. I would absolutely get one of these bikes again, but perhaps during a less crowded time of year. I would also recommend the powers-that-be try to simplify the cost structure. It was too confusing."
Alina A,,1,07/17/2018,AWFUL,"I DO NOT RECOMMEND THIS. I normally am very passive/do not give bad reviews, but felt this was such a scam. We bought the 24 hour pass for 2 bikes, which was $16 total. We wanted to visit the monuments in D.C. and ride around the city. We were out for about 2-2.5 hours.... I was charged an extra $56 because we didn't connect the bikes back to a dock within 29 minutes of riding them, and they charge you $8 PER BIKE PER HALF HOUR over 29 minutes!!! This should've at least been clarified better when checking out. Was not happy with my experience and ended up paying almost $100 for this scam of a service."
Jonathan H,"Chesapeake, Virginia",1,07/01/2018,Ridiculousness ,"We visited DC with our family, and decided to try the bike rentals out. It was an absolute disaster. You can only rent 2 bikes at a time. How does a family of 4 or more rent bikes? Someone needs to adjust this option. Then, we tried to rent 5 bikes in 3 different purchases, and that proved unsuccessful. By the time we were done there were not enough bikes. My wife had to walk. Never again!"
Rainer V,"Scotland, United Kingdom",1,06/28/2018,Beware of costs,We were recommended this by our host. We purchased a 24 hour pass for $8 each after reading the information on the kiosk Toured around with the bikes then docked the bikes as per guidance when finished. However we were then charged $60. On contacting Capital Bike share they said 'You purchased a access pass which granted you access to the bikes for 24 hours but you were still required to dock the bike every 30 minutes to avoid additional fees.'Insane to think you have to dock every 30 minutes! Capital Bikeshare have refunded 50% of costs. Not to be recommended. 
V L,,2,06/27/2018,Check bikes out before renting!!,"I purchased a 30 minute $2 ride so I could bike around the Lincoln Memorial. At the time I didn't know to check before paying that a) enough bikes were available that weren't docked with red repair lights (those are locked into the docks and cannot be checked out) and b)unclaimed by jerk tourists who hadn't even paid yet but ""claimed"" them for their large families. The code the kiosk gives you is only valid for 5 minutes for the $2 ride, so needless to say I wasn't able to unlock a bike before it expired. Thankfully it was only $2 I wasted! The kiosks do not tell you that a red light on a bike's dock means it cannot be checked out. I went to another station and 3 broken bikes were there but no working ones. Made it to station #3 and grabbed the one working bike of the 5 docked. On the way to finally getting a bike out I saw a few people also pay for bikes they couldn't use and there's no way to refund your money.Once I had a bike though it was pretty nice. The handlebars were sticky, but what can you do? At least I got a bike. Finally."
mtnmvr1,"Greenwood, South Carolina",2,06/26/2018,Kiosk vs App,"If you use the kiosk to get your pass, you cannot use the app. You have to use a credit card EVERY TIME you check out a bike. Twice I was trying to get a code and all the bikes were taken while I was doing so. I call customer support to be able to use the app twice. They were rude and would not help me. I was stuck walking. "
onelady467,"Helsinki, Finland",1,06/21/2018,Do not purchase a pass from a Euroopan phone,The app works well through the hotel wifi but not with mobile data at the kiosk. Purchased a three day pass but could not use at all.
PixelPrincess_2011,"San Francisco, California",5,06/18/2018,Great option for getting around quickly,"I wanted to get from the National Portrait Museum to the White House but it was more than a mile away. I saw these bikes nearby so I rented one. I loved tooling around DC on this bike! There's even a bike path down the middle of Pennsylvania Avenue. I wouldn't leave the bike unattended as there's a $1200 replacement fee, but if you want a quick way to hit the monuments in a drive-by manner, this is for you. $8/day is a great deal."
Stacy R,"Gloucester, Virginia, United States",5,06/10/2018,Highlight of our trip,"We rented 4 bikes on the night of June 10th to ride and see the monuments lit up and when they are less crowded. It was the best part of an already great trip. I had downloaded the app and understood that we needed to dock the bikes within the 30 minute time frame and with the map on the app it was easy to plan where to begin our ride so we could end up back at our car later. The entire trip was about 3 hours and we would have kept going except it began raining. Once in the car I got the texts the company sends saying the bikes are docked but I didn't realize until we were back at our hotel in bed that only 3 of the 4 bikes had docked. I called the company and the suggestion I go back to the docking station at 2 am to redock it was laughable. I explained that was impossible since it was the middle of the night, kids are asleep and it's raining out and I knew the darn thing locked in since we tried pulling them out when we docked to make sure they were locked in. They sent someone the next morning and I got a text at 6am the bike docked. I then called them and they took the charge off my Credit Card. Good customer service but having worked for attorneys I knew worse case scenario I could and would dispute the charge and force them to waste the money taking me to court of need be. But only because I knew the bikes locked in with no doubt. Overall go for it.....rent the bikes. Have a blast and make sure you get a green light when docking even if it's pouring down rain."
Larry-Crystal,"Florence, Oregon",4,06/07/2018,Great way to see the Capital,We decided to ride these bikes because it seemed more convenient than public transportation to see many sites around the Capital. We were right and this was REALLY FUN! The city isn’t exactly bike friendly so we rode amongst pedestrians on sidewalks but it was easy and we covered a lot of ground.Our only issue was a rear brake that would bind up on one of the best bikes and so we reported this by phone to a helpful and cheerful representative.This was really a great experience for us and we will definitely do it again. The bikes were great quality and easy to adjust seat height etc.
Rieneke1970,Zaltbommel,1,06/02/2018,Problems with docking costs 1200$,"I had a red light while docking, but could not move the bike in or out. So, I thought it could not be stolen either and that it was put away appropriatly. However, I couldn't take out another bike at a nearby station, so I asked a staf member who was at that station what to do. He told us that he would solve the problem immediately and sent someone over. However, he didn't solve it and 3 phonecalls later, no one solved the problem either. They told us that we will probably have to pay $1200. Advice: don't use city bike share and if you do so, keep hold on to your bike till you see on your phone that the problem is solved. Even when it is in the middle of the night one nobody picks up the phone nor a service vehicle is available...... "
Fred3nPhx,Arizona,1,05/24/2018,Very poor app,"I started out thinking the Capital Bikeshare app was very useful, until I got past the first level. There is no obvious way to create your account prior to buying a pass, unlike every single app in the world where the first thing you see is a button to create an account. So instead of entering credit card information and everything else they want to know in the privacy of my hotel room, the app requires you do that immediately before getting you bike while standing on a street corner. The app has a help section, but very little useful data behind it. I can learn that a ride of longer that 30 minutes costs more money, but not hour much more. Not useful. For all the money spent on the bikes and docking stations, it seems like a little more effort could be spent on the app."
Jennifer B,United States,5,05/08/2018,Highlight of my trip ,"I loved riding a bike throughout the District!There are docking kiosks everywhere. It is convenient and easy! You can download an app that shows you the one closest to you. I had two within a block or two of my hotel. You swipe your credit card and it gives you a code to punch in and unlock the bike of your choice. If you dock that bike and choose to get another later on in a different spot, swipe the same card and it will give you a new unlock code.I did the unlimited use for 24 hours. I think it was $8. In the morning I rode up Embassy Row, on to Washington Cathedral and then to American University. I docked the bike and ubered to Georgetown for brunch. From there I got another bike and rode to the National Gallery of Art. Docked the bike and saw some sights. Got another bike and explored Capitol Hill area, then rode back the Tidal Basin and on to Foggy Bottom. I was comfortable riding solo as a female. I used the nav on my phone to help me get around. I did not find traffic in most areas to be a problem at all. In congested spots I walked the bike on the sidewalk. I really loved this. Enjoy!"
Ash2212,"Portishead, United Kingdom",4,05/05/2018,"Easy to use, and a splendidly fab way to get to he main sites quickly","A friend recommended these to us as a great way to see the city if you are pressed for time. I couldn’t agree more. Fun, easy to use, central, plenty of parking places. Great idea for jetting about"
sheldon m,"Minneapolis, Minnesota",5,05/01/2018,Great way to get around DC,"Great way to get around DC. Only problem is that the stations are not always that close to attractions. A few suggestions: It looks confusing to rent one but just follow the instructions step-by-step. When returning the bike, make sure the green light comes on.(You kind of have to REALLY jam the bike into the dock). The first fee is for only 30 minutes. After that, the price climbs. If you want to rent a bike for all day, rent from a local bike shop."
jlarsonaz,"Chandler, Arizona",5,04/28/2018,Great way to get around!!,Easy way to get around. Stations everywhere and plenty of bikes available. Easy to get most places within the 30 min included time. Highly recommended
marebear6589,"Bossier City, Louisiana",5,04/16/2018,Great way to get around the city,"We bought the 3 day pass for $17. Well worth it! We were able to get around DC so easily, and we were able to sight see so much more than if we would’ve lyfted everywhere. The only setback was that we couldn’t always find docks, but you can add 15 extra minutes to your ride if you’re nearing the 30 minute mark."
Autumn M,"Dallas, Texas",1,04/10/2018,Piece Of Junk Program!!,"Cut to the chase, if you want to rent bicycles for more than 30 minutes and you want freedom to go wherever you want in DC for a couple of days and then return a bike... Go to a local bike shop and rent one. No matter which program you choose from Capital bikeshare they force you to dock the bikes every 30 minutes. You basically spend your whole day going from Doc to Doc just to avoid their fees. This is the stupidest bike program I've ever seen!!!! It's even worse than limebike and I don't have very good opinions of that either! Just go to a bike shop rent the number of bikes you need for your family and have the freedom to go wherever you want without the hassle!"
NKTexplores,"Clive, Iowa",4,04/05/2018,"Easy transportation, read the fine print ","We rented bikes to get to the Nationals baseball stadium. The kiosk is straight forward to use. Definitely download the app so you can see where the docking stations are. There are a surprising number of stations (in a good way!) and after the game, we used the bikes to get to the Mall and see the monuments. As others have already said: be sure you understand the pricing structure. Other bikes in the area such as LimeBike can be a bit more convenient (the LimeBike I used came with a phone mount for using maps!) but they aren’t necessarily together in one place, so harder for a family or group to find and use. Also, beware if you’re on a schedule: if a docking station is full, they’ll give you an extra 15 minutes to take the bike to another docking station, so long as you request it from the full docking station. Not a big deal for a tourist but if you’re on a time schedule that could be a big hassle. Overall, the process was simpler than I expected as a first-timer and convenient bike station locations mean I’d recommend them for touring the Mall! "
ohiowills,Ohio,5,03/27/2018,"like the other reviews, you MUST know the guidelines before renting","Thank goodness I read the guidelines about having to turn your bike back in. I had intended to rent it for 3 days and thinking $17 was a steal. Glad I found out before we came that you need to ""return"" the bike every 30 minutes. After realizing that it was easy. We downloaded the app to our phone and there was always a bike stand within a few minutes walk near where we wanted one. My suggestion is to only drive to one monument or place at a time. In most cases 30 minutes is enough to get you there. We even rode from the Jefferson Memorial to the statue of Iwo Jima. it was really windy and we almost didn't make it there in the 30 minutes so would have been charged extra. We used them a lot the weekend of the March 4 our Lives event because there were so many people around. The bikes were great for us. Just make sure you understand how to use and rent them before coming. They aren't great for younger children. I would use a service like Bike and Roll to make sure to get them a proper fitting bike, helmet, and lock."
858michele,,4,03/09/2018,Great way to get around ,"This was a perfect idea for the summer. There are many bike stands in Washington. You can rent for a day or per hour. You won’t have many bikes available at monuments (lincoln memorial for example was a problem). We arrived there and put the bikes there but when we wanted to continue, none were available at that time. The APP lets you know how many bikes are available at what location. The only things that bothered me as a tourist there: what are the road rules for the bikes (they should add this at every location. Every country has its own rules. Can you ride your bike on sidewalks or in the parks etc.?). No helmets available. And when you get a day pass, you have to enter your credit card every time with your pin. So it wasn’t clear if they were charging me correctly. Other than that, great way to get around."
